Denom,Year,Mintage,Mint_State,Value
Nickel,1894,5410500,MintState63,425.0
Nickel,1894,5410500,Proof,250.0
Nickel,1895,9977822,Good,6.0
Nickel,1895,9977822,VGood,8.0
Nickel,1895,9977822,Fine,22.0
Nickel,1895,9977822,VFine,45.0
Nickel,1895,9977822,EFine,75.0
Nickel,1895,9977822,AUncirculated,115.0
Nickel,1895,9977822,MintState60,140.0
Nickel,1895,9977822,MintState63,230.0
Nickel,1895,9977822,Proof,250.0
Nickel,1896,8841058,Good,9.0
Nickel,1896,8841058,VGood,20.0
Nickel,1896,8841058,Fine,35.0
Nickel,1896,8841058,VFine,65.0
Nickel,1896,8841058,EFine,100.0
Nickel,1896,8841058,AUncirculated,150.0
Nickel,1896,8841058,MintState60,190.0
Nickel,1896,8841058,MintState63,265.0
Nickel,1896,8841058,Proof,250.0
Nickel,1897,20426797,Good,4.0
Nickel,1897,20426797,VGood,5.0
Nickel,1897,20426797,Fine,12.0
Nickel,1897,20426797,VFine,27.0
Nickel,1897,20426797,EFine,50.0
Nickel,1897,20426797,AUncirculated,75.0
Nickel,1897,20426797,MintState60,100.0
Nickel,1897,20426797,MintState63,160.0
Nickel,1897,20426797,Proof,250.0
Nickel,1898,12530292,Good,4.0
Nickel,1898,12530292,VGood,5.0
Nickel,1898,12530292,Fine,12.0
Nickel,1898,12530292,VFine,27.0
Nickel,1898,12530292,EFine,50.0
Nickel,1898,12530292,AUncirculated,75.0
Nickel,1898,12530292,MintState60,150.0
Nickel,1898,12530292,MintState63,190.0
Nickel,1898,12530292,Proof,250.0
Nickel,1899,26027000,Good,2.0
Nickel,1899,26027000,VGood,3.0
Nickel,1899,26027000,Fine,8.0
Nickel,1899,26027000,VFine,20.0
Nickel,1899,26027000,EFine,30.0
Nickel,1899,26027000,AUncirculated,60.0
Nickel,1899,26027000,MintState60,90.0
Nickel,1899,26027000,MintState63,140.0
Nickel,1899,26027000,Proof,250.0
Nickel,1900,27253733,Good,2.0
Nickel,1900,27253733,VGood,3.0
Nickel,1900,27253733,Fine,8.0
Nickel,1900,27253733,VFine,15.0
Nickel,1900,27253733,EFine,30.0
Nickel,1900,27253733,AUncirculated,65.0
Nickel,1900,27253733,MintState60,90.0
Nickel,1900,27253733,MintState63,140.0
Nickel,1900,27253733,Proof,250.0
Nickel,1901,26478228,Good,2.0
Nickel,1901,26478228,VGood,3.0
Nickel,1901,26478228,Fine,5.0
Nickel,1901,26478228,VFine,15.0
Nickel,1901,26478228,EFine,30.0
Nickel,1901,26478228,AUncirculated,60.0
Nickel,1901,26478228,MintState60,85.0
Nickel,1901,26478228,MintState63,125.0
Nickel,1901,26478228,Proof,250.0
Nickel,1902,31487561,Good,2.0
Nickel,1902,31487561,VGood,3.0
Nickel,1902,31487561,Fine,4.0
Nickel,1902,31487561,VFine,15.0
Nickel,1902,31487561,EFine,30.0
Nickel,1902,31487561,AUncirculated,60.0
Nickel,1902,31487561,MintState60,85.0
Nickel,1902,31487561,MintState63,125.0
Nickel,1902,31487561,Proof,250.0
Nickel,1903,28004935,Good,2.0
Nickel,1903,28004935,VGood,3.0
Nickel,1903,28004935,Fine,4.0
Nickel,1903,28004935,VFine,15.0
Nickel,1903,28004935,EFine,30.0
Nickel,1903,28004935,AUncirculated,60.0
Nickel,1903,28004935,MintState60,85.0
Nickel,1903,28004935,MintState63,125.0
Nickel,1903,28004935,Proof,250.0
Nickel,1904,21403167,Good,2.0
Nickel,1904,21403167,VGood,3.0
Nickel,1904,21403167,Fine,4.0
Nickel,1904,21403167,VFine,15.0
Nickel,1904,21403167,EFine,30.0
Nickel,1904,21403167,AUncirculated,60.0
Nickel,1904,21403167,MintState60,85.0
Nickel,1904,21403167,MintState63,125.0
Nickel,1904,21403167,Proof,250.0
Nickel,1905,29825124,Good,2.0
Nickel,1905,29825124,VGood,3.0
Nickel,1905,29825124,Fine,4.0
Nickel,1905,29825124,VFine,15.0
Nickel,1905,29825124,EFine,30.0
Nickel,1905,29825124,AUncirculated,60.0
Nickel,1905,29825124,MintState60,85.0
Nickel,1905,29825124,MintState63,125.0
Nickel,1905,29825124,Proof,250.0
Nickel,1906,38612000,Good,2.0
Nickel,1906,38612000,VGood,3.0
Nickel,1906,38612000,Fine,4.0
Nickel,1906,38612000,VFine,15.0
Nickel,1906,38612000,EFine,30.0
Nickel,1906,38612000,AUncirculated,60.0
Nickel,1906,38612000,MintState60,85.0
Nickel,1906,38612000,MintState63,125.0
Nickel,1906,38612000,Proof,250.0
Nickel,1907,39213325,Good,2.0
Nickel,1907,39213325,VGood,3.0
Nickel,1907,39213325,Fine,4.0
Nickel,1907,39213325,VFine,15.0
Nickel,1907,39213325,EFine,30.0
Nickel,1907,39213325,AUncirculated,60.0
Nickel,1907,39213325,MintState60,85.0
Nickel,1907,39213325,MintState63,125.0
Nickel,1907,39213325,Proof,250.0
Nickel,1908,22684557,Good,2.0
Nickel,1908,22684557,VGood,3.0
Nickel,1908,22684557,Fine,4.0
Nickel,1908,22684557,VFine,15.0
Nickel,1908,22684557,EFine,30.0
Nickel,1908,22684557,AUncirculated,60.0
Nickel,1908,22684557,MintState60,85.0
Nickel,1908,22684557,MintState63,125.0
Nickel,1908,22684557,Proof,250.0
Nickel,1909,11585763,Good,3.0
Nickel,1909,11585763,VGood,4.0
Nickel,1909,11585763,Fine,5.0
Nickel,1909,11585763,VFine,18.0
Nickel,1909,11585763,EFine,35.0
Nickel,1909,11585763,AUncirculated,75.0
Nickel,1909,11585763,MintState60,100.0
Nickel,1909,11585763,MintState63,140.0
Nickel,1909,11585763,Proof,250.0
Nickel,1910,30166948,Good,2.0
Nickel,1910,30166948,VGood,3.0
Nickel,1910,30166948,Fine,4.0
Nickel,1910,30166948,VFine,15.0
Nickel,1910,30166948,EFine,30.0
Nickel,1910,30166948,AUncirculated,60.0
Nickel,1910,30166948,MintState60,85.0
Nickel,1910,30166948,MintState63,125.0
Nickel,1910,30166948,Proof,250.0
Nickel,1911,39557639,Good,2.0
Nickel,1911,39557639,VGood,3.0
Nickel,1911,39557639,Fine,4.0
Nickel,1911,39557639,VFine,15.0
Nickel,1911,39557639,EFine,30.0
Nickel,1911,39557639,AUncirculated,60.0
Nickel,1911,39557639,MintState60,85.0
Nickel,1911,39557639,MintState63,125.0
Nickel,1911,39557639,Proof,250.0
Nickel,1912,34708569,Good,2.0
Nickel,1912,34708569,VGood,3.0
Nickel,1912,34708569,Fine,4.0
Nickel,1912,34708569,VFine,15.0
Nickel,1912,34708569,EFine,30.0
Nickel,1912,34708569,AUncirculated,60.0
Nickel,1912,34708569,MintState60,85.0
Nickel,1912,34708569,MintState63,125.0
Nickel,1912,34708569,Proof,250.0
Nickel,1913,70342186,Good,10.0
Nickel,1913,70342186,VGood,12.0
Nickel,1913,70342186,Fine,16.0
Nickel,1913,70342186,VFine,20.0
Nickel,1913,70342186,EFine,25.0
Nickel,1913,70342186,AUncirculated,30.0
Nickel,1913,70342186,MintState60,40.0
Nickel,1913,70342186,MintState63,65.0
Nickel,1913,70342186,Proof,1000.0
Nickel,1914,24576463,Good,20.0
Nickel,1914,24576463,VGood,22.0
Nickel,1914,24576463,Fine,25.0
Nickel,1914,24576463,VFine,30.0
Nickel,1914,24576463,EFine,35.0
Nickel,1914,24576463,AUncirculated,45.0
Nickel,1914,24576463,MintState60,60.0
Nickel,1914,24576463,MintState63,85.0
Nickel,1914,24576463,Proof,900.0
Nickel,1915,28555220,Good,6.0
Nickel,1915,28555220,VGood,8.0
Nickel,1915,28555220,Fine,9.0
Nickel,1915,28555220,VFine,15.0
Nickel,1915,28555220,EFine,25.0
Nickel,1915,28555220,AUncirculated,45.0
Nickel,1915,28555220,MintState60,60.0
Nickel,1915,28555220,MintState63,100.0
Nickel,1915,28555220,Proof,1000.0
Nickel,1916,76830466,Good,6.0
Nickel,1916,76830466,VGood,7.0
Nickel,1916,76830466,Fine,8.0
Nickel,1916,76830466,VFine,10.0
Nickel,1916,76830466,EFine,15.0
Nickel,1916,76830466,AUncirculated,25.0
Nickel,1916,76830466,MintState60,50.0
Nickel,1916,76830466,MintState63,85.0
Nickel,1916,76830466,Proof,1500.0
Nickel,1917,61334019,Good,8.0
Nickel,1917,61334019,VGood,9.0
Nickel,1917,61334019,Fine,10.0
Nickel,1917,61334019,VFine,12.0
Nickel,1917,61334019,EFine,15.0
Nickel,1917,61334019,AUncirculated,35.0
Nickel,1917,61334019,MintState60,60.0
Nickel,1917,61334019,MintState63,150.0
Nickel,1918,40448314,Good,6.0
Nickel,1918,40448314,VGood,7.0
Nickel,1918,40448314,Fine,8.0
Nickel,1918,40448314,VFine,15.0
Nickel,1918,40448314,EFine,35.0
Nickel,1918,40448314,AUncirculated,50.0
Nickel,1918,40448314,MintState60,125.0
Nickel,1918,40448314,MintState63,325.0
Nickel,1919,68874000,Good,2.25
Nickel,1919,68874000,VGood,3.0
Nickel,1919,68874000,Fine,3.5
Nickel,1919,68874000,VFine,8.0
Nickel,1919,68874000,EFine,15.0
Nickel,1919,68874000,AUncirculated,35.0
Nickel,1919,68874000,MintState60,55.0
Nickel,1919,68874000,MintState63,125.0
Nickel,1920,72511000,Good,1.5
Nickel,1920,72511000,VGood,2.5
Nickel,1920,72511000,Fine,3.0
Nickel,1920,72511000,VFine,7.0
Nickel,1920,72511000,EFine,15.0
Nickel,1920,72511000,AUncirculated,30.0
Nickel,1920,72511000,MintState60,65.0
Nickel,1920,72511000,MintState63,145.0
Nickel,1921,10663000,Good,4.0
Nickel,1921,10663000,VGood,6.0
Nickel,1921,10663000,Fine,8.0
Nickel,1921,10663000,VFine,24.0
Nickel,1921,10663000,EFine,50.0
Nickel,1921,10663000,AUncirculated,75.0
Nickel,1921,10663000,MintState60,150.0
Nickel,1921,10663000,MintState63,320.0
Nickel,1923,35715000,Good,2.0
Nickel,1923,35715000,VGood,3.0
Nickel,1923,35715000,Fine,4.0
Nickel,1923,35715000,VFine,6.0
Nickel,1923,35715000,EFine,15.0
Nickel,1923,35715000,AUncirculated,35.0
Nickel,1923,35715000,MintState60,65.0
Nickel,1923,35715000,MintState63,160.0
Nickel,1924,26878000,Good,1.5
Nickel,1924,26878000,VGood,2.0
Nickel,1924,26878000,Fine,5.0
Nickel,1924,26878000,VFine,8.0
Nickel,1924,26878000,EFine,25.0
Nickel,1924,26878000,AUncirculated,45.0
Nickel,1924,26878000,MintState60,75.0
Nickel,1924,26878000,MintState63,175.0
Nickel,1925,40015100,Good,3.0
Nickel,1925,40015100,VGood,3.5
Nickel,1925,40015100,Fine,4.0
Nickel,1925,40015100,VFine,8.0
Nickel,1925,40015100,EFine,15.0
Nickel,1925,40015100,AUncirculated,35.0
Nickel,1925,40015100,MintState60,45.0
Nickel,1925,40015100,MintState63,100.0
Nickel,1926,50331000,Good,1.25
Nickel,1926,50331000,VGood,1.75
Nickel,1926,50331000,Fine,2.5
Nickel,1926,50331000,VFine,5.0
Nickel,1926,50331000,EFine,15.0
Nickel,1926,50331000,AUncirculated,20.0
Nickel,1926,50331000,MintState60,35.0
Nickel,1926,50331000,MintState63,80.0
Nickel,1927,43711000,Good,1.25
Nickel,1927,43711000,VGood,1.75
Nickel,1927,43711000,Fine,2.5
Nickel,1927,43711000,VFine,5.0
Nickel,1927,43711000,EFine,15.0
Nickel,1927,43711000,AUncirculated,20.0
Nickel,1927,43711000,MintState60,35.0
Nickel,1927,43711000,MintState63,80.0
Nickel,1928,29847000,Good,1.25
Nickel,1928,29847000,VGood,1.75
Nickel,1928,29847000,Fine,2.5
Nickel,1928,29847000,VFine,5.0
Nickel,1928,29847000,EFine,15.0
Nickel,1928,29847000,AUncirculated,25.0
Nickel,1928,29847000,MintState60,35.0
Nickel,1928,29847000,MintState63,90.0
Nickel,1929,44816000,Good,1.25
Nickel,1929,44816000,VGood,1.5
Nickel,1929,44816000,Fine,2.5
Nickel,1929,44816000,VFine,5.0
Nickel,1929,44816000,EFine,15.0
Nickel,1929,44816000,AUncirculated,20.0
Nickel,1929,44816000,MintState60,40.0
Nickel,1929,44816000,MintState63,75.0
Nickel,1930,22849000,Good,1.25
Nickel,1930,22849000,VGood,1.5
Nickel,1930,22849000,Fine,2.5
Nickel,1930,22849000,VFine,4.0
Nickel,1930,22849000,EFine,12.0
Nickel,1930,22849000,AUncirculated,25.0
Nickel,1930,22849000,MintState60,55.0
Nickel,1930,22849000,MintState63,90.0
Nickel,1934,27693003,Good,1.25
Nickel,1934,27693003,VGood,1.5
Nickel,1934,27693003,Fine,2.5
Nickel,1934,27693003,VFine,4.0
Nickel,1934,27693003,EFine,10.0
Nickel,1934,27693003,AUncirculated,18.0
Nickel,1934,27693003,MintState60,50.0
Nickel,1934,27693003,MintState63,65.0
Nickel,1935,70356000,Good,1.0
Nickel,1935,70356000,VGood,1.5
Nickel,1935,70356000,Fine,1.75
Nickel,1935,70356000,VFine,2.0
Nickel,1935,70356000,EFine,5.0
Nickel,1935,70356000,AUncirculated,10.0
Nickel,1935,70356000,MintState60,22.0
Nickel,1935,70356000,MintState63,45.0
Nickel,1936,143811000,Good,1.0
Nickel,1936,143811000,VGood,1.5
Nickel,1936,143811000,Fine,1.75
Nickel,1936,143811000,VFine,2.0
Nickel,1936,143811000,EFine,3.0
Nickel,1936,143811000,AUncirculated,9.0
Nickel,1936,143811000,MintState60,25.0
Nickel,1936,143811000,MintState63,40.0
Nickel,1936,143811000,Proof,1000.0
Nickel,1937,97306000,Good,1.0
Nickel,1937,97306000,VGood,1.5
Nickel,1937,97306000,Fine,1.75
Nickel,1937,97306000,VFine,2.0
Nickel,1937,97306000,EFine,3.0
Nickel,1937,97306000,AUncirculated,9.0
Nickel,1937,97306000,MintState60,25.0
Nickel,1937,97306000,MintState63,40.0
Nickel,1937,97306000,Proof,900.0
Nickel,1938,24872000,VFine,0.5
Nickel,1938,24872000,EFine,1.0
Nickel,1938,24872000,AUncirculated,1.5
Nickel,1938,24872000,MintState60,3.0
Nickel,1938,24872000,MintState63,5.0
Nickel,1938,24872000,MintState65,16.0
Nickel,1938,24872000,Proof,100.0
Nickel,1939,124129000,VFine,0.25
Nickel,1939,124129000,EFine,0.5
Nickel,1939,124129000,AUncirculated,1.0
Nickel,1939,124129000,MintState60,2.0
Nickel,1939,124129000,MintState63,2.5
Nickel,1939,124129000,MintState65,12.0
Nickel,1939,124129000,Proof,120.0
Nickel,1940,220025000,VFine,0.25
Nickel,1940,220025000,EFine,0.4
Nickel,1940,220025000,AUncirculated,0.75
Nickel,1940,220025000,MintState60,1.0
Nickel,1940,220025000,MintState63,1.5
Nickel,1940,220025000,MintState65,15.0
Nickel,1940,220025000,Proof,100.0
Nickel,1941,256697000,VFine,0.2
Nickel,1941,256697000,EFine,0.3
Nickel,1941,256697000,AUncirculated,0.5
Nickel,1941,256697000,MintState60,0.75
Nickel,1941,256697000,MintState63,1.5
Nickel,1941,256697000,MintState65,12.0
Nickel,1941,256697000,Proof,75.0
Nickel,1942,121600000,VFine,0.3
Nickel,1942,121600000,EFine,0.45
Nickel,1942,121600000,AUncirculated,1.25
Nickel,1942,121600000,MintState60,4.0
Nickel,1942,121600000,MintState63,6.0
Nickel,1942,121600000,MintState65,15.0
Nickel,1942,121600000,Proof,90.0
Nickel,1943,286459000,VFine,2.5
Nickel,1943,286459000,EFine,3.0
Nickel,1943,286459000,AUncirculated,4.0
Nickel,1943,286459000,MintState60,6.0
Nickel,1943,286459000,MintState63,9.0
Nickel,1943,286459000,MintState65,20.0
Nickel,1944,151459000,VFine,2.5
Nickel,1944,151459000,EFine,3.0
Nickel,1944,151459000,AUncirculated,4.0
Nickel,1944,151459000,MintState60,7.0
Nickel,1944,151459000,MintState63,12.0
Nickel,1944,151459000,MintState65,30.0
Nickel,1945,156566100,VFine,2.5
Nickel,1945,156566100,EFine,3.0
Nickel,1945,156566100,AUncirculated,3.5
Nickel,1945,156566100,MintState60,7.0
Nickel,1945,156566100,MintState63,9.0
Nickel,1945,156566100,MintState65,20.0
Nickel,1946,206408200,VFine,0.25
Nickel,1946,206408200,EFine,0.3
Nickel,1946,206408200,AUncirculated,0.35
Nickel,1946,206408200,MintState60,0.75
Nickel,1946,206408200,MintState63,2.5
Nickel,1946,206408200,MintState65,15.0
Nickel,1947,132822000,VFine,0.25
Nickel,1947,132822000,EFine,0.3
Nickel,1947,132822000,AUncirculated,0.35
Nickel,1947,132822000,MintState60,0.75
Nickel,1947,132822000,MintState63,1.75
Nickel,1947,132822000,MintState65,12.0
Nickel,1948,134082000,MintState60,1.0
Nickel,1948,134082000,MintState63,1.5
Nickel,1948,134082000,MintState65,10.0
Nickel,1949,97150000,MintState60,2.5
Nickel,1949,97150000,MintState63,9.0
Nickel,1949,97150000,MintState65,15.0
Nickel,1950,12426030,MintState60,2.0
Nickel,1950,12426030,MintState63,3.25
Nickel,1950,12426030,MintState65,8.0
Nickel,1950,12426030,Proof,75.0
Nickel,1951,49012000,MintState60,3.0
Nickel,1951,49012000,MintState63,6.5
Nickel,1951,49012000,MintState65,15.0
Nickel,1951,49012000,Proof,65.0
Nickel,1952,94626000,MintState60,1.0
Nickel,1952,94626000,MintState63,4.0
Nickel,1952,94626000,MintState65,9.0
Nickel,1952,94626000,Proof,45.0
Nickel,1953,106522600,MintState60,0.25
Nickel,1953,106522600,MintState63,0.75
Nickel,1953,106522600,MintState65,8.0
Nickel,1953,106522600,Proof,45.0
Nickel,1954,164867110,MintState60,1.0
Nickel,1954,164867110,MintState63,1.5
Nickel,1954,164867110,MintState65,15.0
Nickel,1954,164867110,Proof,22.0
Nickel,1955,82352100,MintState60,0.75
Nickel,1955,82352100,MintState63,1.0
Nickel,1955,82352100,MintState65,15.0
Nickel,1955,82352100,Proof,18.0
Nickel,1956,102438940,MintState60,0.5
Nickel,1956,102438940,MintState63,0.75
Nickel,1956,102438940,MintState65,25.0
Nickel,1956,102438940,Proof,5.0
Nickel,1957,175236900,MintState60,0.5
Nickel,1957,175236900,MintState63,0.75
Nickel,1957,175236900,MintState65,14.0
Nickel,1957,175236900,Proof,4.0
Nickel,1958,185337120,MintState60,0.6
Nickel,1958,185337120,MintState63,0.8
Nickel,1958,185337120,MintState65,12.0
Nickel,1958,185337120,Proof,8.0
Nickel,1959,187986240,MintState60,0.25
Nickel,1959,187986240,MintState63,0.5
Nickel,1959,187986240,MintState65,10.0
Nickel,1959,187986240,Proof,3.0
Nickel,1960,247998180,MintState60,0.25
Nickel,1960,247998180,MintState63,0.5
Nickel,1960,247998180,MintState65,8.0
Nickel,1960,247998180,Proof,3.0
Nickel,1961,302982860,MintState60,0.25
Nickel,1961,302982860,MintState63,0.5
Nickel,1961,302982860,MintState65,20.0
Nickel,1961,302982860,Proof,3.0
Nickel,1962,377579720,MintState60,0.25
Nickel,1962,377579720,MintState63,0.5
Nickel,1962,377579720,MintState65,15.0
Nickel,1962,377579720,Proof,3.0
Nickel,1963,452605460,MintState60,0.25
Nickel,1963,452605460,MintState63,0.5
Nickel,1963,452605460,MintState65,15.0
Nickel,1963,452605460,Proof,3.0
Nickel,1964,2811969160,MintState60,0.25
Nickel,1964,2811969160,MintState63,0.5
Nickel,1964,2811969160,MintState65,10.0
Nickel,1964,2811969160,Proof,3.0
Nickel,1965,136131380,MintState60,0.25
Nickel,1965,136131380,MintState63,0.5
Nickel,1965,136131380,MintState65,8.0
Nickel,1966,156208283,MintState63,0.25
Nickel,1966,156208283,MintState65,5.0
Nickel,1967,107325800,MintState63,0.25
Nickel,1967,107325800,MintState65,5.0
Nickel,1968,91227880,MintState63,0.25
Nickel,1968,91227880,MintState65,4.0
Nickel,1969,202807500,MintState63,0.25
Nickel,1969,202807500,MintState65,4.0
Nickel,1970,515485380,MintState63,0.25
Nickel,1970,515485380,MintState65,10.0
Nickel,1971,423028800,MintState63,0.75
Nickel,1971,423028800,MintState65,3.0
Nickel,1972,554000600,MintState63,0.25
Nickel,1972,554000600,MintState65,3.0
Nickel,1973,645801000,MintState63,0.25
Nickel,1973,645801000,MintState65,3.0
Nickel,1974,879125000,MintState63,0.25
Nickel,1974,879125000,MintState65,3.0
Nickel,1975,583647300,MintState63,0.5
Nickel,1975,583647300,MintState65,3.0
Nickel,1976,931088147,MintState63,0.45
Nickel,1976,931088147,MintState65,3.0
Nickel,1977,882689422,MintState63,0.25
Nickel,1977,882689422,MintState65,3.0
Nickel,1978,704400780,MintState63,0.25
Nickel,1978,704400780,MintState65,3.0
Nickel,1979,789055672,MintState63,0.25
Nickel,1979,789055672,MintState65,3.0
Nickel,1980,1095327448,MintState63,0.25
Nickel,1980,1095327448,MintState65,4.0
Nickel,1981,1022305843,MintState63,0.25
Nickel,1981,1022305843,MintState65,3.0
Nickel,1982,666081544,MintState63,5.0
Nickel,1982,666081544,MintState65,10.0
Nickel,1983,1098341276,MintState63,2.0
Nickel,1983,1098341276,MintState65,9.0
Nickel,1984,1264444146,MintState63,1.0
Nickel,1984,1264444146,MintState65,3.0
Nickel,1985,1106862408,MintState63,0.5
Nickel,1985,1106862408,MintState65,3.0
Nickel,1986,898702623,MintState63,0.5
Nickel,1986,898702623,MintState65,3.0
Nickel,1987,782090085,MintState63,0.25
Nickel,1987,782090085,MintState65,2.75
Nickel,1988,1435131652,MintState63,0.25
Nickel,1988,1435131652,MintState65,3.0
Nickel,1989,1469654474,MintState63,0.25
Nickel,1989,1469654474,MintState65,2.75
Nickel,1990,1325574503,MintState63,0.25
Nickel,1990,1325574503,MintState65,2.75
Nickel,1991,1050600678,MintState63,0.3
Nickel,1991,1050600678,MintState65,2.75
Nickel,1992,850117113,MintState63,1.5
Nickel,1992,850117113,MintState65,3.0
Nickel,1993,818160135,MintState63,0.25
Nickel,1993,818160135,MintState65,1.0
Nickel,1994,1437922110,MintState63,0.25
Nickel,1994,1437922110,MintState65,2.5
Nickel,1995,1662268000,MintState63,0.25
Nickel,1995,1662268000,MintState65,1.0
Nickel,1996,1647068000,MintState63,0.25
Nickel,1996,1647068000,MintState65,1.0
Nickel,1997,937612000,MintState63,0.5
Nickel,1997,937612000,MintState65,2.0
Nickel,1998,1323632000,MintState63,0.35
Nickel,1998,1323632000,MintState65,1.0
Nickel,1999,2278720000,MintState63,0.25
Nickel,1999,2278720000,MintState65,1.0
Nickel,2000,2355760000,MintState63,0.25
Nickel,2000,2355760000,MintState65,1.0
Nickel,2001,1303384000,MintState63,0.25
Nickel,2001,1303384000,MintState65,1.0
Nickel,2002,1230480000,MintState63,0.25
Nickel,2002,1230480000,MintState65,1.0
Nickel,2003,824880000,MintState63,0.25
Nickel,2003,824880000,MintState65,1.0
Nickel,2004,1445040000,MintState63,0.25
Nickel,2004,1445040000,MintState65,0.75
Nickel,2005,1741200000,MintState63,0.25
Nickel,2005,1741200000,MintState65,0.75
Nickel,2006,1502400000,MintState63,0.25
Nickel,2006,1502400000,MintState65,0.75
Nickel,2007,1197840000,MintState63,0.25
Nickel,2007,1197840000,MintState65,0.5
Nickel,2008,625440000,MintState63,0.25
Nickel,2008,625440000,MintState65,0.5
Nickel,2009,86640000,MintState63,3.0
Nickel,2009,86640000,MintState65,5.0
Nickel,2010,490560000,MintState63,0.25
Nickel,2010,490560000,MintState65,0.5
Nickel,2011,990240000,MintState63,0.25
Nickel,2011,990240000,MintState65,0.5
Nickel,2012,1023600000,MintState63,0.25
Nickel,2012,1023600000,MintState65,0.5
Nickel,2013,1223040000,MintState63,0.25
Nickel,2013,1223040000,MintState65,0.5
Nickel,2014,1209240000,MintState63,0.25
Nickel,2014,1209240000,MintState65,0.5
Nickel,2015,1599600000,MintState63,0.25
Nickel,2015,1599600000,MintState65,0.5
Nickel,2016,1546560000,MintState63,0.25
Nickel,2016,1546560000,MintState65,0.5
Nickel,2017,1373280000,MintState63,0.25
Nickel,2017,1373280000,MintState65,0.5
Nickel,2018,1256400000,MintState63,0.25
Nickel,2018,1256400000,MintState65,0.5
Nickel,2019,1094894400,MintState63,0.25
Nickel,2019,1094894400,MintState65,0.5
Nickel,2020,-999,MintState63,0.25
Nickel,2020,-999,MintState65,0.5
Nickel,2021,-999,MintState63,0.25
Nickel,2021,-999,MintState65,0.5
HalfDime,1792,-999,AGood,17500
HalfDime,1792,-999,Good,32500.0
HalfDime,1792,-999,VGood,50000.0
HalfDime,1792,-999,Fine,60000.0
HalfDime,1792,-999,VFine,80000.0
HalfDime,1792,-999,EFine,115000.0
HalfDime,1792,-999,AUncirculated,135000.0
HalfDime,1792,-999,MintState60,165000.0
HalfDime,1792,-999,MintState63,275000.0
HalfDime,1794,-999,AGood,1000
HalfDime,1794,-999,Good,1750.0
HalfDime,1794,-999,VGood,2200.0
HalfDime,1794,-999,Fine,3000.0
HalfDime,1794,-999,VFine,4000.0
HalfDime,1794,-999,EFine,7500.0
HalfDime,1794,-999,AUncirculated,11000.0
HalfDime,1794,-999,MintState60,17500.0
HalfDime,1794,-999,MintState63,32500.0
HalfDime,1795,85416,AGood,650
HalfDime,1795,85416,Good,1350.0
HalfDime,1795,85416,VGood,1600.0
HalfDime,1795,85416,Fine,2000.0
HalfDime,1795,85416,VFine,3000.0
HalfDime,1795,85416,EFine,6000.0
HalfDime,1795,85416,AUncirculated,7750.0
HalfDime,1795,85416,MintState60,10000.0
HalfDime,1795,85416,MintState63,15000.0
HalfDime,1796,10230,AGood,850
HalfDime,1796,10230,Good,1700.0
HalfDime,1796,10230,VGood,2000.0
HalfDime,1796,10230,Fine,3500.0
HalfDime,1796,10230,VFine,5000.0
HalfDime,1796,10230,EFine,8500.0
HalfDime,1796,10230,AUncirculated,10000.0
HalfDime,1796,10230,MintState60,18500.0
HalfDime,1796,10230,MintState63,35000.0
HalfDime,1797,44527,AGood,850
HalfDime,1797,44527,Good,15000.0
HalfDime,1797,44527,VGood,1800.0
HalfDime,1797,44527,Fine,3450.0
HalfDime,1797,44527,VFine,4750.0
HalfDime,1797,44527,EFine,8750.0
HalfDime,1797,44527,AUncirculated,10000.0
HalfDime,1797,44527,MintState60,15000.0
HalfDime,1797,44527,MintState63,25000.0
HalfDime,1800,40000,AGood,600
HalfDime,1800,40000,Good,1100.0
HalfDime,1800,40000,VGood,1500.0
HalfDime,1800,40000,Fine,2000.0
HalfDime,1800,40000,VFine,3000.0
HalfDime,1800,40000,EFine,6000.0
HalfDime,1800,40000,AUncirculated,8000.0
HalfDime,1800,40000,MintState60,12500.0
HalfDime,1800,40000,MintState63,20000.0
HalfDime,1801,27760,AGood,600
HalfDime,1801,27760,Good,1450.0
HalfDime,1801,27760,VGood,1750.0
HalfDime,1801,27760,Fine,2500.0
HalfDime,1801,27760,VFine,4000.0
HalfDime,1801,27760,EFine,6500.0
HalfDime,1801,27760,AUncirculated,10000.0
HalfDime,1801,27760,MintState60,17500.0
HalfDime,1801,27760,MintState63,27500.0
HalfDime,1802,3060,AGood,45000
HalfDime,1802,3060,Good,100000.0
HalfDime,1802,3060,VGood,135000.0
HalfDime,1802,3060,Fine,155000.0
HalfDime,1802,3060,VFine,170000.0
HalfDime,1802,3060,EFine,225000.0
HalfDime,1802,3060,AUncirculated,350000.0
HalfDime,1803,37850,AGood,750
HalfDime,1803,37850,Good,1250.0
HalfDime,1803,37850,VGood,1500.0
HalfDime,1803,37850,Fine,2000.0
HalfDime,1803,37850,VFine,3000.0
HalfDime,1803,37850,EFine,6500.0
HalfDime,1803,37850,AUncirculated,9000.0
HalfDime,1803,37850,MintState60,14000.0
HalfDime,1803,37850,MintState63,25000.0
HalfDime,1805,15600,AGood,800
HalfDime,1805,15600,Good,1450.0
HalfDime,1805,15600,VGood,2000.0
HalfDime,1805,15600,Fine,2750.0
HalfDime,1805,15600,VFine,3750.0
HalfDime,1805,15600,EFine,10000.0
HalfDime,1805,15600,AUncirculated,25000.0
HalfDime,1829,1230000,Good,50.0
