Denom,Year,Mintage,Mint_State,Value
HalfCent,1793,35334,AGood,2500
HalfCent,1793,35334,Good,3500.0
HalfCent,1793,35334,VGood,5000.0
HalfCent,1793,35334,Fine,8000.0
HalfCent,1793,35334,VFine,11000.0
HalfCent,1793,35334,EFine,17000.0
HalfCent,1793,35334,AUncirculated,25000.0
HalfCent,1794,81600,AGood,425
HalfCent,1794,81600,Good,575.0
HalfCent,1794,81600,VGood,950.0
HalfCent,1794,81600,Fine,1800.0
HalfCent,1794,81600,VFine,2250.0
HalfCent,1794,81600,EFine,5000.0
HalfCent,1794,81600,AUncirculated,11000.0
HalfCent,1795,139690,AGood,220
HalfCent,1795,139690,Good,500.0
HalfCent,1795,139690,VGood,675.0
HalfCent,1795,139690,Fine,1250.0
HalfCent,1795,139690,VFine,2000.0
HalfCent,1795,139690,EFine,4000.0
HalfCent,1795,139690,AUncirculated,7500.0
HalfCent,1796,1390,AGood,10500
HalfCent,1796,1390,Good,20000.0
HalfCent,1796,1390,VGood,25000.0
HalfCent,1796,1390,Fine,37500.0
HalfCent,1796,1390,VFine,50000.0
HalfCent,1796,1390,EFine,70000.0
HalfCent,1796,1390,AUncirculated,95000.0
HalfCent,1797,127840,AGood,275
HalfCent,1797,127840,Good,500.0
HalfCent,1797,127840,VGood,750.0
HalfCent,1797,127840,Fine,1250.0
HalfCent,1797,127840,VFine,3500.0
HalfCent,1797,127840,EFine,6000.0
HalfCent,1797,127840,AUncirculated,8500.0
HalfCent,1800,202908,AGood,55
HalfCent,1800,202908,Good,110.0
HalfCent,1800,202908,VGood,150.0
HalfCent,1800,202908,Fine,175.0
HalfCent,1800,202908,VFine,300.0
HalfCent,1800,202908,EFine,675.0
HalfCent,1800,202908,AUncirculated,850.0
HalfCent,1802,20266,AGood,475
HalfCent,1802,20266,Good,950.0
HalfCent,1802,20266,VGood,2250.0
HalfCent,1802,20266,Fine,4750.0
HalfCent,1802,20266,VFine,11000.0
HalfCent,1802,20266,EFine,20000.0
HalfCent,1803,92000,AGood,45
HalfCent,1803,92000,Good,95.0
HalfCent,1803,92000,VGood,120.0
HalfCent,1803,92000,Fine,175.0
HalfCent,1803,92000,VFine,325.0
HalfCent,1803,92000,EFine,950.0
HalfCent,1803,92000,AUncirculated,1500.0
HalfCent,1804,1055312,AGood,40
HalfCent,1804,1055312,Good,85.0
HalfCent,1804,1055312,VGood,125.0
HalfCent,1804,1055312,Fine,145.0
HalfCent,1804,1055312,VFine,225.0
HalfCent,1804,1055312,EFine,385.0
HalfCent,1804,1055312,AUncirculated,675.0
HalfCent,1805,814464,AGood,40
HalfCent,1805,814464,Good,85.0
HalfCent,1805,814464,VGood,125.0
HalfCent,1805,814464,Fine,145.0
HalfCent,1805,814464,VFine,225.0
HalfCent,1805,814464,EFine,400.0
HalfCent,1805,814464,AUncirculated,750.0
HalfCent,1806,356000,AGood,40
HalfCent,1806,356000,Good,85.0
HalfCent,1806,356000,VGood,125.0
HalfCent,1806,356000,Fine,145.0
HalfCent,1806,356000,VFine,175.0
HalfCent,1806,356000,EFine,325.0
HalfCent,1806,356000,AUncirculated,675.0
HalfCent,1807,476000,AGood,40
HalfCent,1807,476000,Good,85.0
HalfCent,1807,476000,VGood,125.0
HalfCent,1807,476000,Fine,145.0
HalfCent,1807,476000,VFine,200.0
HalfCent,1807,476000,EFine,500.0
HalfCent,1807,476000,AUncirculated,1000.0
HalfCent,1808,400000,AGood,40
HalfCent,1808,400000,Good,85.0
HalfCent,1808,400000,VGood,125.0
HalfCent,1808,400000,Fine,145.0
HalfCent,1808,400000,VFine,220.0
HalfCent,1808,400000,EFine,525.0
HalfCent,1808,400000,AUncirculated,1200.0
HalfCent,1809,1154572,Good,55.0
HalfCent,1809,1154572,VGood,95.0
HalfCent,1809,1154572,Fine,115.0
HalfCent,1809,1154572,VFine,125.0
HalfCent,1809,1154572,EFine,150.0
HalfCent,1809,1154572,AUncirculated,275.0
HalfCent,1809,1154572,MintState60,750.0
HalfCent,1809,1154572,MintState63,1350.0
HalfCent,1810,215000,Good,70.0
HalfCent,1810,215000,VGood,100.0
HalfCent,1810,215000,Fine,150.0
HalfCent,1810,215000,VFine,270.0
HalfCent,1810,215000,EFine,575.0
HalfCent,1810,215000,AUncirculated,1000.0
HalfCent,1810,215000,MintState60,2000.0
HalfCent,1810,215000,MintState63,3200.0
HalfCent,1811,63140,Good,400.0
HalfCent,1811,63140,VGood,725.0
HalfCent,1811,63140,Fine,1750.0
HalfCent,1811,63140,VFine,2500.0
HalfCent,1811,63140,EFine,6500.0
HalfCent,1811,63140,AUncirculated,10000.0
HalfCent,1811,63140,MintState60,32500.0
HalfCent,1811,63140,MintState63,75000.0
HalfCent,1825,63000,Good,55.0
HalfCent,1825,63000,VGood,90.0
HalfCent,1825,63000,Fine,100.0
HalfCent,1825,63000,VFine,115.0
HalfCent,1825,63000,EFine,200.0
HalfCent,1825,63000,AUncirculated,325.0
HalfCent,1825,63000,MintState60,900.0
HalfCent,1825,63000,MintState63,1800.0
HalfCent,1826,234000,Good,55.0
HalfCent,1826,234000,VGood,90.0
HalfCent,1826,234000,Fine,100.0
HalfCent,1826,234000,VFine,115.0
HalfCent,1826,234000,EFine,150.0
HalfCent,1826,234000,AUncirculated,300.0
HalfCent,1826,234000,MintState60,600.0
HalfCent,1826,234000,MintState63,1000.0
HalfCent,1828,606000,Good,50.0
HalfCent,1828,606000,VGood,90.0
HalfCent,1828,606000,Fine,100.0
HalfCent,1828,606000,VFine,115.0
HalfCent,1828,606000,EFine,120.0
HalfCent,1828,606000,AUncirculated,200.0
HalfCent,1828,606000,MintState60,325.0
HalfCent,1828,606000,MintState63,600.0
HalfCent,1829,487000,Good,50.0
HalfCent,1829,487000,VGood,90.0
HalfCent,1829,487000,Fine,100.0
HalfCent,1829,487000,VFine,115.0
HalfCent,1829,487000,EFine,140.0
HalfCent,1829,487000,AUncirculated,220.0
HalfCent,1829,487000,MintState60,400.0
HalfCent,1829,487000,MintState63,700.0
HalfCent,1831,2200,Proof,15000.0
HalfCent,1832,51000,VGood,65.0
HalfCent,1832,51000,Fine,90.0
HalfCent,1832,51000,VFine,110.0
HalfCent,1832,51000,EFine,125.0
HalfCent,1832,51000,AUncirculated,200.0
HalfCent,1832,51000,MintState60,325.0
HalfCent,1832,51000,Proof,12500.0
HalfCent,1833,103000,VGood,65.0
HalfCent,1833,103000,Fine,90.0
HalfCent,1833,103000,VFine,110.0
HalfCent,1833,103000,EFine,125.0
HalfCent,1833,103000,AUncirculated,200.0
HalfCent,1833,103000,MintState60,325.0
HalfCent,1833,103000,Proof,6000.0
HalfCent,1834,141000,VGood,65.0
HalfCent,1834,141000,Fine,90.0
HalfCent,1834,141000,VFine,110.0
HalfCent,1834,141000,EFine,125.0
HalfCent,1834,141000,AUncirculated,200.0
HalfCent,1834,141000,MintState60,300.0
HalfCent,1834,141000,Proof,6000.0
HalfCent,1835,398000,VGood,65.0
HalfCent,1835,398000,Fine,85.0
HalfCent,1835,398000,VFine,110.0
HalfCent,1835,398000,EFine,125.0
HalfCent,1835,398000,AUncirculated,200.0
HalfCent,1835,398000,MintState60,325.0
HalfCent,1835,398000,Proof,6000.0
HalfCent,1836,-999,Proof,8000.0
HalfCent,1837,-999,Good,45.0
HalfCent,1837,-999,VGood,65.0
HalfCent,1837,-999,Fine,75.0
HalfCent,1837,-999,VFine,110.0
HalfCent,1837,-999,EFine,200.0
HalfCent,1837,-999,AUncirculated,375.0
HalfCent,1837,-999,MintState60,700.0
HalfCent,1840,-999,Proof,6500.0
HalfCent,1841,-999,Proof,5500.0
HalfCent,1842,-999,Proof,7000.0
HalfCent,1843,-999,Proof,5500.0
HalfCent,1844,-999,Proof,6000.0
HalfCent,1845,-999,Proof,6000.0
HalfCent,1846,-999,Proof,6000.0
HalfCent,1847,-999,Proof,6000.0
HalfCent,1848,-999,Proof,6250.0
HalfCent,1849,39864,VGood,60.0
HalfCent,1849,39864,Fine,75.0
HalfCent,1849,39864,VFine,90.0
HalfCent,1849,39864,EFine,150.0
HalfCent,1849,39864,AUncirculated,240.0
HalfCent,1849,39864,MintState60,500.0
HalfCent,1849,39864,MintState63,700.0
HalfCent,1850,39812,VGood,60.0
HalfCent,1850,39812,Fine,75.0
HalfCent,1850,39812,VFine,125.0
HalfCent,1850,39812,EFine,175.0
HalfCent,1850,39812,AUncirculated,275.0
HalfCent,1850,39812,MintState60,600.0
HalfCent,1850,39812,MintState63,800.0
HalfCent,1850,39812,Proof,7000.0
HalfCent,1851,147672,VGood,60.0
HalfCent,1851,147672,Fine,75.0
HalfCent,1851,147672,VFine,90.0
HalfCent,1851,147672,EFine,115.0
HalfCent,1851,147672,AUncirculated,175.0
HalfCent,1851,147672,MintState60,275.0
HalfCent,1851,147672,MintState63,500.0
HalfCent,1851,147672,Proof,10000.0
HalfCent,1853,129694,VGood,60.0
HalfCent,1853,129694,Fine,75.0
HalfCent,1853,129694,VFine,90.0
HalfCent,1853,129694,EFine,115.0
HalfCent,1853,129694,AUncirculated,175.0
HalfCent,1853,129694,MintState60,275.0
HalfCent,1853,129694,MintState63,500.0
HalfCent,1854,55358,VGood,60.0
HalfCent,1854,55358,Fine,75.0
HalfCent,1854,55358,VFine,90.0
HalfCent,1854,55358,EFine,115.0
HalfCent,1854,55358,AUncirculated,165.0
HalfCent,1854,55358,MintState60,275.0
HalfCent,1854,55358,MintState63,500.0
HalfCent,1854,55358,Proof,4500.0
HalfCent,1855,56500,VGood,60.0
HalfCent,1855,56500,Fine,75.0
HalfCent,1855,56500,VFine,90.0
HalfCent,1855,56500,EFine,100.0
HalfCent,1855,56500,AUncirculated,165.0
HalfCent,1855,56500,MintState60,275.0
HalfCent,1855,56500,MintState63,500.0
HalfCent,1855,56500,Proof,4500.0
HalfCent,1856,40430,VGood,60.0
HalfCent,1856,40430,Fine,75.0
HalfCent,1856,40430,VFine,90.0
HalfCent,1856,40430,EFine,125.0
HalfCent,1856,40430,AUncirculated,185.0
HalfCent,1856,40430,MintState60,275.0
HalfCent,1856,40430,MintState63,575.0
HalfCent,1856,40430,Proof,4500.0
HalfCent,1857,35180,VGood,95.0
HalfCent,1857,35180,Fine,115.0
HalfCent,1857,35180,VFine,130.0
HalfCent,1857,35180,EFine,185.0
HalfCent,1857,35180,AUncirculated,260.0
HalfCent,1857,35180,MintState60,400.0
HalfCent,1857,35180,MintState63,650.0
HalfCent,1857,35180,Proof,4500.0
LargeCent,1793,110512,AGood,2300
LargeCent,1793,110512,Good,3800.0
LargeCent,1793,110512,VGood,5500.0
LargeCent,1793,110512,Fine,9000.0
LargeCent,1793,110512,VFine,15000.0
LargeCent,1793,110512,EFine,23000.0
LargeCent,1793,110512,AUncirculated,35000.0
LargeCent,1794,918521,AGood,350
LargeCent,1794,918521,Good,450.0
LargeCent,1794,918521,VGood,750.0
LargeCent,1794,918521,Fine,1200.0
LargeCent,1794,918521,VFine,2200.0
LargeCent,1794,918521,EFine,42500.0
LargeCent,1795,538500,AGood,300
LargeCent,1795,538500,Good,400.0
LargeCent,1795,538500,VGood,700.0
LargeCent,1795,538500,Fine,1000.0
LargeCent,1795,538500,VFine,2000.0
LargeCent,1795,538500,EFine,3700.0
LargeCent,1796,473200,AGood,300
LargeCent,1796,473200,Good,475.0
LargeCent,1796,473200,VGood,850.0
LargeCent,1796,473200,Fine,1750.0
LargeCent,1796,473200,VFine,3500.0
LargeCent,1796,473200,EFine,7000.0
LargeCent,1797,897510,AGood,125
LargeCent,1797,897510,Good,225.0
LargeCent,1797,897510,VGood,400.0
LargeCent,1797,897510,Fine,750.0
LargeCent,1797,897510,VFine,1500.0
LargeCent,1797,897510,EFine,2500.0
LargeCent,1798,1841745,AGood,100
LargeCent,1798,1841745,Good,150.0
LargeCent,1798,1841745,VGood,250.0
LargeCent,1798,1841745,Fine,500.0
LargeCent,1798,1841745,VFine,850.0
LargeCent,1798,1841745,EFine,1750.0
LargeCent,1799,904565,AGood,3500
LargeCent,1799,904565,Good,5500.0
LargeCent,1799,904565,VGood,9000.0
LargeCent,1799,904565,Fine,20000.0
LargeCent,1799,904565,VFine,35000.0
LargeCent,1799,904565,EFine,120000.0
LargeCent,1800,2822175,AGood,65
LargeCent,1800,2822175,Good,100.0
LargeCent,1800,2822175,VGood,200.0
LargeCent,1800,2822175,Fine,375.0
LargeCent,1800,2822175,VFine,800.0
LargeCent,1800,2822175,EFine,2000.0
LargeCent,1801,1362837,AGood,55
LargeCent,1801,1362837,Good,85.0
LargeCent,1801,1362837,VGood,150.0
LargeCent,1801,1362837,Fine,275.0
LargeCent,1801,1362837,VFine,600.0
LargeCent,1801,1362837,EFine,1500.0
LargeCent,1802,3435100,AGood,65
LargeCent,1802,3435100,Good,100.0
LargeCent,1802,3435100,VGood,125.0
LargeCent,1802,3435100,Fine,250.0
LargeCent,1802,3435100,VFine,500.0
LargeCent,1802,3435100,EFine,1200.0
LargeCent,1803,3131691,AGood,55
LargeCent,1803,3131691,Good,85.0
LargeCent,1803,3131691,VGood,140.0
LargeCent,1803,3131691,Fine,275.0
LargeCent,1803,3131691,VFine,500.0
LargeCent,1803,3131691,EFine,1200.0
LargeCent,1804,96500,AGood,1500
LargeCent,1804,96500,Good,30000.0
LargeCent,1804,96500,VGood,4500.0
LargeCent,1804,96500,Fine,6000.0
LargeCent,1804,96500,VFine,10000.0
LargeCent,1804,96500,EFine,17000.0
LargeCent,1805,941116,AGood,65
LargeCent,1805,941116,Good,85.0
LargeCent,1805,941116,VGood,125.0
LargeCent,1805,941116,Fine,250.0
LargeCent,1805,941116,VFine,500.0
LargeCent,1805,941116,EFine,1200.0
LargeCent,1806,348000,AGood,75
LargeCent,1806,348000,Good,150.0
LargeCent,1806,348000,VGood,225.0
LargeCent,1806,348000,Fine,500.0
LargeCent,1806,348000,VFine,800.0
LargeCent,1806,348000,EFine,2500.0
LargeCent,1807,829221,AGood,65
LargeCent,1807,829221,Good,110.0
LargeCent,1807,829221,VGood,225.0
LargeCent,1807,829221,Fine,350.0
LargeCent,1807,829221,VFine,550.0
LargeCent,1807,829221,EFine,1250.0
LargeCent,1808,1007000,AGood,85
LargeCent,1808,1007000,Good,150.0
LargeCent,1808,1007000,VGood,250.0
LargeCent,1808,1007000,Fine,600.0
LargeCent,1808,1007000,VFine,1200.0
LargeCent,1808,1007000,EFine,2500.0
LargeCent,1809,222867,AGood,250
LargeCent,1809,222867,Good,350.0
LargeCent,1809,222867,VGood,700.0
LargeCent,1809,222867,Fine,1000.0
LargeCent,1809,222867,VFine,1700.0
LargeCent,1809,222867,EFine,4000.0
LargeCent,1810,1458500,AGood,60
LargeCent,1810,1458500,Good,100.0
LargeCent,1810,1458500,VGood,225.0
LargeCent,1810,1458500,Fine,500.0
LargeCent,1810,1458500,VFine,1000.0
LargeCent,1810,1458500,EFine,2000.0
LargeCent,1811,218025,AGood,125
LargeCent,1811,218025,Good,250.0
LargeCent,1811,218025,VGood,500.0
LargeCent,1811,218025,Fine,800.0
LargeCent,1811,218025,VFine,1850.0
LargeCent,1811,218025,EFine,3500.0
LargeCent,1812,1075500,AGood,60
LargeCent,1812,1075500,Good,100.0
LargeCent,1812,1075500,VGood,200.0
LargeCent,1812,1075500,Fine,450.0
LargeCent,1812,1075500,VFine,900.0
LargeCent,1812,1075500,EFine,1900.0
LargeCent,1813,418000,AGood,125
LargeCent,1813,418000,Good,250.0
LargeCent,1813,418000,VGood,400.0
LargeCent,1813,418000,Fine,750.0
LargeCent,1813,418000,VFine,1250.0
LargeCent,1813,418000,EFine,2500.0
LargeCent,1814,357830,AGood,60
LargeCent,1814,357830,Good,100.0
LargeCent,1814,357830,VGood,250.0
LargeCent,1814,357830,Fine,450.0
LargeCent,1814,357830,VFine,850.0
LargeCent,1814,357830,EFine,2000.0
LargeCent,1816,2820982,Good,30.0
LargeCent,1816,2820982,VGood,40.0
LargeCent,1816,2820982,Fine,60.0
LargeCent,1816,2820982,VFine,120.0
LargeCent,1816,2820982,EFine,300.0
LargeCent,1816,2820982,AUncirculated,475.0
LargeCent,1816,2820982,MintState60,675.0
LargeCent,1816,2820982,MintState63,1000.0
LargeCent,1817,3948400,Good,30.0
LargeCent,1817,3948400,VGood,40.0
LargeCent,1817,3948400,Fine,60.0
LargeCent,1817,3948400,VFine,110.0
LargeCent,1817,3948400,EFine,225.0
LargeCent,1817,3948400,AUncirculated,375.0
LargeCent,1817,3948400,MintState60,625.0
LargeCent,1817,3948400,MintState63,1000.0
LargeCent,1818,316700,Good,30.0
LargeCent,1818,316700,VGood,40.0
LargeCent,1818,316700,Fine,45.0
LargeCent,1818,316700,VFine,85.0
LargeCent,1818,316700,EFine,175.0
LargeCent,1818,316700,AUncirculated,300.0
LargeCent,1818,316700,MintState60,450.0
LargeCent,1818,316700,MintState63,600.0
LargeCent,1819,2671000,Good,30.0
LargeCent,1819,2671000,VGood,40.0
LargeCent,1819,2671000,Fine,45.0
LargeCent,1819,2671000,VFine,85.0
LargeCent,1819,2671000,EFine,175.0
LargeCent,1819,2671000,AUncirculated,300.0
LargeCent,1819,2671000,MintState60,550.0
LargeCent,1819,2671000,MintState63,950.0
LargeCent,1820,4407550,Good,30.0
LargeCent,1820,4407550,VGood,40.0
LargeCent,1820,4407550,Fine,45.0
LargeCent,1820,4407550,VFine,85.0
LargeCent,1820,4407550,EFine,175.0
LargeCent,1820,4407550,AUncirculated,300.0
LargeCent,1820,4407550,MintState60,400.0
LargeCent,1820,4407550,MintState63,650.0
LargeCent,1821,389000,Good,70.0
LargeCent,1821,389000,VGood,125.0
LargeCent,1821,389000,Fine,250.0
LargeCent,1821,389000,VFine,550.0
LargeCent,1821,389000,EFine,1500.0
LargeCent,1821,389000,AUncirculated,2600.0
LargeCent,1821,389000,MintState60,9000.0
LargeCent,1821,389000,MintState63,20000.0
LargeCent,1822,2072339,Good,30.0
LargeCent,1822,2072339,VGood,45.0
LargeCent,1822,2072339,Fine,55.0
LargeCent,1822,2072339,VFine,150.0
LargeCent,1822,2072339,EFine,425.0
LargeCent,1822,2072339,AUncirculated,700.0
LargeCent,1822,2072339,MintState60,1200.0
LargeCent,1822,2072339,MintState63,2300.0
LargeCent,1823,-999,Good,150.0
LargeCent,1823,-999,VGood,300.0
LargeCent,1823,-999,Fine,700.0
LargeCent,1823,-999,VFine,1500.0
LargeCent,1823,-999,EFine,3300.0
LargeCent,1823,-999,AUncirculated,6500.0
LargeCent,1823,-999,MintState60,20000.0
LargeCent,1824,1262000,Good,40.0
LargeCent,1824,1262000,VGood,70.0
LargeCent,1824,1262000,Fine,90.0
LargeCent,1824,1262000,VFine,250.0
LargeCent,1824,1262000,EFine,600.0
LargeCent,1824,1262000,AUncirculated,900.0
LargeCent,1824,1262000,MintState60,3000.0
LargeCent,1824,1262000,MintState63,4600.0
LargeCent,1825,1461100,Good,35.0
LargeCent,1825,1461100,VGood,50.0
LargeCent,1825,1461100,Fine,60.0
LargeCent,1825,1461100,VFine,150.0
LargeCent,1825,1461100,EFine,450.0
LargeCent,1825,1461100,AUncirculated,750.0
LargeCent,1825,1461100,MintState60,1750.0
LargeCent,1825,1461100,MintState63,2750.0
LargeCent,1826,1517425,Good,25.0
LargeCent,1826,1517425,VGood,70.0
LargeCent,1826,1517425,Fine,90.0
LargeCent,1826,1517425,VFine,150.0
LargeCent,1826,1517425,EFine,400.0
LargeCent,1826,1517425,AUncirculated,600.0
LargeCent,1826,1517425,MintState60,1250.0
LargeCent,1826,1517425,MintState63,1500.0
LargeCent,1827,2357732,Good,30.0
LargeCent,1827,2357732,VGood,40.0
LargeCent,1827,2357732,Fine,60.0
LargeCent,1827,2357732,VFine,100.0
LargeCent,1827,2357732,EFine,225.0
LargeCent,1827,2357732,AUncirculated,425.0
LargeCent,1827,2357732,MintState60,775.0
LargeCent,1827,2357732,MintState63,1400.0
LargeCent,1828,2260624,Good,30.0
LargeCent,1828,2260624,VGood,40.0
LargeCent,1828,2260624,Fine,50.0
LargeCent,1828,2260624,VFine,90.0
LargeCent,1828,2260624,EFine,210.0
LargeCent,1828,2260624,AUncirculated,400.0
LargeCent,1828,2260624,MintState60,1250.0
LargeCent,1828,2260624,MintState63,1750.0
LargeCent,1829,1414500,Good,30.0
LargeCent,1829,1414500,VGood,40.0
LargeCent,1829,1414500,Fine,50.0
LargeCent,1829,1414500,VFine,110.0
LargeCent,1829,1414500,EFine,200.0
LargeCent,1829,1414500,AUncirculated,385.0
LargeCent,1829,1414500,MintState60,650.0
LargeCent,1829,1414500,MintState63,1500.0
LargeCent,1830,1711500,Good,30.0
LargeCent,1830,1711500,VGood,40.0
LargeCent,1830,1711500,Fine,50.0
LargeCent,1830,1711500,VFine,70.0
LargeCent,1830,1711500,EFine,190.0
LargeCent,1830,1711500,AUncirculated,300.0
LargeCent,1830,1711500,MintState60,550.0
LargeCent,1830,1711500,MintState63,1000.0
LargeCent,1831,3359260,Good,30.0
LargeCent,1831,3359260,VGood,40.0
LargeCent,1831,3359260,Fine,50.0
LargeCent,1831,3359260,VFine,70.0
LargeCent,1831,3359260,EFine,150.0
LargeCent,1831,3359260,AUncirculated,250.0
LargeCent,1831,3359260,MintState60,400.0
LargeCent,1831,3359260,MintState63,700.0
LargeCent,1832,2362000,Good,30.0
LargeCent,1832,2362000,VGood,40.0
LargeCent,1832,2362000,Fine,50.0
LargeCent,1832,2362000,VFine,70.0
LargeCent,1832,2362000,EFine,150.0
LargeCent,1832,2362000,AUncirculated,250.0
LargeCent,1832,2362000,MintState60,375.0
LargeCent,1832,2362000,MintState63,650.0
LargeCent,1833,2739000,Good,30.0
LargeCent,1833,2739000,VGood,40.0
LargeCent,1833,2739000,Fine,50.0
LargeCent,1833,2739000,VFine,70.0
LargeCent,1833,2739000,EFine,150.0
LargeCent,1833,2739000,AUncirculated,250.0
LargeCent,1833,2739000,MintState60,375.0
LargeCent,1833,2739000,MintState63,750.0
LargeCent,1834,1855100,Good,30.0
LargeCent,1834,1855100,VGood,40.0
LargeCent,1834,1855100,Fine,60.0
LargeCent,1834,1855100,VFine,70.0
LargeCent,1834,1855100,EFine,150.0
LargeCent,1834,1855100,AUncirculated,240.0
LargeCent,1834,1855100,MintState60,350.0
LargeCent,1834,1855100,MintState63,625.0
LargeCent,1835,3878400,Good,30.0
LargeCent,1835,3878400,VGood,40.0
LargeCent,1835,3878400,Fine,60.0
LargeCent,1835,3878400,VFine,70.0
LargeCent,1835,3878400,EFine,175.0
LargeCent,1835,3878400,AUncirculated,375.0
LargeCent,1835,3878400,MintState60,475.0
LargeCent,1835,3878400,MintState63,675.0
LargeCent,1836,2111000,Good,30.0
LargeCent,1836,2111000,VGood,40.0
LargeCent,1836,2111000,Fine,50.0
LargeCent,1836,2111000,VFine,65.0
LargeCent,1836,2111000,EFine,125.0
LargeCent,1836,2111000,AUncirculated,250.0
LargeCent,1836,2111000,MintState60,350.0
LargeCent,1836,2111000,MintState63,550.0
LargeCent,1837,5558300,Good,27.0
LargeCent,1837,5558300,VGood,35.0
LargeCent,1837,5558300,Fine,50.0
LargeCent,1837,5558300,VFine,65.0
LargeCent,1837,5558300,EFine,125.0
LargeCent,1837,5558300,AUncirculated,250.0
LargeCent,1837,5558300,MintState60,350.0
LargeCent,1837,5558300,MintState63,550.0
LargeCent,1838,6370200,Good,27.0
LargeCent,1838,6370200,VGood,35.0
LargeCent,1838,6370200,Fine,50.0
LargeCent,1838,6370200,VFine,65.0
LargeCent,1838,6370200,EFine,120.0
LargeCent,1838,6370200,AUncirculated,225.0
LargeCent,1838,6370200,MintState60,335.0
LargeCent,1838,6370200,MintState63,575.0
LargeCent,1839,3128661,Good,35.0
LargeCent,1839,3128661,VGood,50.0
LargeCent,1839,3128661,Fine,80.0
LargeCent,1839,3128661,VFine,110.0
LargeCent,1839,3128661,EFine,225.0
LargeCent,1839,3128661,AUncirculated,440.0
LargeCent,1839,3128661,MintState60,800.0
LargeCent,1839,3128661,MintState63,1600.0
LargeCent,1840,2462700,Good,25.0
LargeCent,1840,2462700,VGood,35.0
LargeCent,1840,2462700,Fine,40.0
LargeCent,1840,2462700,VFine,60.0
LargeCent,1840,2462700,EFine,110.0
LargeCent,1840,2462700,AUncirculated,250.0
LargeCent,1840,2462700,MintState60,600.0
LargeCent,1840,2462700,MintState63,1150.0
LargeCent,1841,1597367,Good,30.0
LargeCent,1841,1597367,VGood,50.0
LargeCent,1841,1597367,Fine,125.0
LargeCent,1841,1597367,VFine,175.0
LargeCent,1841,1597367,EFine,350.0
LargeCent,1841,1597367,AUncirculated,700.0
LargeCent,1841,1597367,MintState60,1500.0
LargeCent,1841,1597367,MintState63,2500.0
LargeCent,1842,2383390,Good,25.0
LargeCent,1842,2383390,VGood,35.0
LargeCent,1842,2383390,Fine,60.0
LargeCent,1842,2383390,VFine,100.0
LargeCent,1842,2383390,EFine,150.0
LargeCent,1842,2383390,AUncirculated,250.0
LargeCent,1842,2383390,MintState60,750.0
LargeCent,1842,2383390,MintState63,1850.0
LargeCent,1843,2425342,Good,25.0
LargeCent,1843,2425342,VGood,35.0
LargeCent,1843,2425342,Fine,60.0
LargeCent,1843,2425342,VFine,80.0
LargeCent,1843,2425342,EFine,150.0
LargeCent,1843,2425342,AUncirculated,275.0
LargeCent,1843,2425342,MintState60,750.0
LargeCent,1843,2425342,MintState63,1750.0
LargeCent,1844,2398752,Good,25.0
LargeCent,1844,2398752,VGood,35.0
LargeCent,1844,2398752,Fine,60.0
LargeCent,1844,2398752,VFine,80.0
LargeCent,1844,2398752,EFine,150.0
LargeCent,1844,2398752,AUncirculated,250.0
LargeCent,1844,2398752,MintState60,600.0
LargeCent,1844,2398752,MintState63,1250.0
LargeCent,1845,3894804,Good,25.0
LargeCent,1845,3894804,VGood,35.0
LargeCent,1845,3894804,Fine,40.0
LargeCent,1845,3894804,VFine,60.0
LargeCent,1845,3894804,EFine,150.0
LargeCent,1845,3894804,AUncirculated,250.0
LargeCent,1845,3894804,MintState60,500.0
LargeCent,1845,3894804,MintState63,1250.0
LargeCent,1846,4120800,Good,25.0
LargeCent,1846,4120800,VGood,35.0
LargeCent,1846,4120800,Fine,40.0
LargeCent,1846,4120800,VFine,60.0
LargeCent,1846,4120800,EFine,125.0
LargeCent,1846,4120800,AUncirculated,350.0
LargeCent,1846,4120800,MintState60,850.0
LargeCent,1846,4120800,MintState63,1200.0
LargeCent,1847,6183669,Good,25.0
LargeCent,1847,6183669,VGood,35.0
LargeCent,1847,6183669,Fine,50.0
LargeCent,1847,6183669,VFine,75.0
LargeCent,1847,6183669,EFine,100.0
LargeCent,1847,6183669,AUncirculated,175.0
LargeCent,1847,6183669,MintState60,350.0
LargeCent,1847,6183669,MintState63,750.0
LargeCent,1848,6415799,Good,25.0
LargeCent,1848,6415799,VGood,35.0
LargeCent,1848,6415799,Fine,40.0
LargeCent,1848,6415799,VFine,60.0
LargeCent,1848,6415799,EFine,95.0
LargeCent,1848,6415799,AUncirculated,150.0
LargeCent,1848,6415799,MintState60,300.0
LargeCent,1848,6415799,MintState63,450.0
LargeCent,1849,4178500,Good,25.0
LargeCent,1849,4178500,VGood,35.0
LargeCent,1849,4178500,Fine,40.0
LargeCent,1849,4178500,VFine,60.0
LargeCent,1849,4178500,EFine,95.0
LargeCent,1849,4178500,AUncirculated,150.0
LargeCent,1849,4178500,MintState60,250.0
LargeCent,1849,4178500,MintState63,450.0
LargeCent,1850,4426844,Good,25.0
LargeCent,1850,4426844,VGood,35.0
LargeCent,1850,4426844,Fine,40.0
LargeCent,1850,4426844,VFine,60.0
LargeCent,1850,4426844,EFine,95.0
LargeCent,1850,4426844,AUncirculated,150.0
LargeCent,1850,4426844,MintState60,250.0
LargeCent,1850,4426844,MintState63,450.0
LargeCent,1851,9889707,Good,25.0
